food_type,category,food_group,moisture_level,oil_content,storage_condition,temperature,packaging,time_since_prep_hours,remaining_consumable_hours
paneer_butter_masala,dairy,curry,high,medium,room,37.5,open,45.7,0.0
idli,veg,breakfast,medium,low,room,31.6,open,5.3,3.2
dosa,veg,breakfast,medium,low,room,34.1,closed,0.1,7.02
chicken_biryani,nonveg,rice,medium,medium,fridge,3.7,open,21.2,10.25
idli,veg,breakfast,medium,low,room,24.8,open,0.5,13.67
plain_rice,veg,rice,medium,low,room,37.4,open,20.2,0.0
pakora,veg,fried,low,high,room,24.3,closed,40.4,0.0
pakora,veg,fried,low,high,room,30.1,open,24.1,0.0
chicken_biryani,nonveg,rice,medium,medium,room,33.7,closed,33.2,0.0
fish_curry,nonveg,curry,high,low,fridge,3.2,closed,33.4,0.0
jeera_rice,veg,rice,medium,low,fridge,2.1,closed,13.7,21.71
samosa,veg,fried,low,high,fridge,4.0,open,24.4,16.42
naan,veg,bread,low,medium,fridge,7.8,closed,9.1,32.17
chicken_biryani,nonveg,rice,medium,medium,fridge,5.5,closed,16.2,14.47
roti,veg,bread,low,low,fridge,3.5,open,0.3,42.18
dal_tadka,veg,curry,high,low,fridge,5.8,open,22.8,3.42
roti,veg,bread,low,low,room,29.1,closed,3.9,20.83
fish_curry,nonveg,curry,high,low,fridge,2.4,closed,23.4,0.77
paneer_butter_masala,dairy,curry,high,medium,room,35.2,open,30.1,0.0
paratha,veg,bread,low,high,fridge,3.6,open,5.3,46.67
dosa,veg,breakfast,medium,low,room,27.8,closed,43.3,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,6.2,closed,48.0,34.41
roti,veg,bread,low,low,room,27.4,closed,6.7,16.54
samosa,veg,fried,low,high,fridge,4.9,closed,44.9,10.53
roti,veg,bread,low,low,fridge,6.7,closed,43.5,25.71
dosa,veg,breakfast,medium,low,fridge,7.5,closed,40.4,0.0
pakora,veg,fried,low,high,room,27.7,open,1.8,10.87
jeera_rice,veg,rice,medium,low,room,30.3,open,6.7,5.03
idli,veg,breakfast,medium,low,room,29.8,closed,24.5,0.0
gulab_jamun,dairy,sweet,high,medium,room,28.0,closed,34.9,0.0
idli,veg,breakfast,medium,low,fridge,2.6,closed,22.3,9.44
veg_pulao,veg,rice,medium,medium,room,27.8,open,28.6,0.0
paneer_butter_masala,dairy,curry,high,medium,room,27.2,open,33.3,0.0
dosa,veg,breakfast,medium,low,fridge,7.5,open,40.8,0.0
jeera_rice,veg,rice,medium,low,room,33.2,open,30.4,0.0
plain_rice,veg,rice,medium,low,fridge,7.1,closed,39.7,2.46
gulab_jamun,dairy,sweet,high,medium,fridge,6.4,open,47.4,9.48
samosa,veg,fried,low,high,room,29.7,open,29.6,0.0
plain_rice,veg,rice,medium,low,fridge,3.6,open,14.8,26.73
naan,veg,bread,low,medium,fridge,7.9,closed,13.0,50.05
fish_curry,nonveg,curry,high,low,fridge,5.4,closed,31.1,0.0
naan,veg,bread,low,medium,fridge,7.8,open,0.6,39.9
fish_curry,nonveg,curry,high,low,fridge,5.7,closed,17.0,5.87
halwa,veg,sweet,medium,high,room,24.2,open,26.7,3.1
paneer_butter_masala,dairy,curry,high,medium,room,28.7,closed,30.2,0.0
milk,dairy,liquid,high,low,fridge,6.3,closed,29.0,10.86
naan,veg,bread,low,medium,fridge,3.9,open,31.4,6.6
naan,veg,bread,low,medium,room,35.8,closed,27.2,0.0
pakora,veg,fried,low,high,room,36.4,closed,43.7,0.0
samosa,veg,fried,low,high,fridge,4.0,closed,45.4,0.0
naan,veg,bread,low,medium,fridge,6.7,closed,13.4,42.36
idli,veg,breakfast,medium,low,room,26.7,closed,45.2,0.0
idli,veg,breakfast,medium,low,fridge,7.6,open,27.7,0.0
halwa,veg,sweet,medium,high,room,30.1,closed,36.8,0.0
curd,dairy,liquid,high,low,fridge,5.7,open,28.4,31.36
gulab_jamun,dairy,sweet,high,medium,room,36.6,open,19.8,0.0
roti,veg,bread,low,low,fridge,7.7,closed,27.0,26.02
veg_pulao,veg,rice,medium,medium,room,34.2,closed,38.2,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,3.0,open,6.8,50.58
naan,veg,bread,low,medium,fridge,7.9,closed,37.1,1.58
samosa,veg,fried,low,high,fridge,6.7,closed,3.5,37.37
samosa,veg,fried,low,high,fridge,4.5,closed,27.4,27.56
chicken_biryani,nonveg,rice,medium,medium,room,28.3,closed,24.0,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,3.6,open,32.2,0.0
dosa,veg,breakfast,medium,low,room,27.5,closed,20.5,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,5.0,open,17.9,31.67
idli,veg,breakfast,medium,low,room,34.9,closed,29.1,0.0
curd,dairy,liquid,high,low,fridge,6.0,closed,6.5,57.19
roti,veg,bread,low,low,fridge,7.2,open,36.6,21.24
dal_tadka,veg,curry,high,low,room,33.0,closed,1.9,12.78
idli,veg,breakfast,medium,low,room,35.4,closed,39.1,0.0
pakora,veg,fried,low,high,room,34.6,open,7.5,1.82
samosa,veg,fried,low,high,fridge,3.4,closed,4.4,33.56
gulab_jamun,dairy,sweet,high,medium,fridge,5.8,closed,15.2,50.84
veg_pulao,veg,rice,medium,medium,room,29.5,closed,44.5,0.0
paratha,veg,bread,low,high,fridge,3.8,closed,4.0,47.88
idli,veg,breakfast,medium,low,fridge,3.0,closed,16.0,24.17
plain_rice,veg,rice,medium,low,room,30.5,closed,8.4,0.35
veg_pulao,veg,rice,medium,medium,room,29.0,open,17.1,0.0
roti,veg,bread,low,low,room,26.0,open,14.8,4.09
chicken_biryani,nonveg,rice,medium,medium,room,25.9,open,3.8,5.68
paratha,veg,bread,low,high,fridge,6.0,closed,43.9,25.13
dosa,veg,breakfast,medium,low,fridge,3.0,open,0.4,28.18
dosa,veg,breakfast,medium,low,room,25.8,closed,4.7,8.58
idli,veg,breakfast,medium,low,room,32.0,closed,47.8,0.0
plain_rice,veg,rice,medium,low,fridge,2.5,open,19.5,19.87
chicken_curry,nonveg,curry,high,medium,room,34.2,open,38.0,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,4.9,closed,29.3,37.23
veg_pulao,veg,rice,medium,medium,fridge,4.6,closed,17.3,22.43
chicken_curry,nonveg,curry,high,medium,fridge,4.5,open,13.9,7.6
chicken_curry,nonveg,curry,high,medium,fridge,5.9,closed,16.3,8.28
jeera_rice,veg,rice,medium,low,room,26.7,closed,31.3,0.0
milk,dairy,liquid,high,low,fridge,5.7,closed,7.6,38.26
gulab_jamun,dairy,sweet,high,medium,room,24.1,open,39.3,0.0
fish_curry,nonveg,curry,high,low,fridge,2.4,closed,40.6,0.0
halwa,veg,sweet,medium,high,fridge,5.5,closed,11.7,52.2
roti,veg,bread,low,low,fridge,3.5,closed,34.2,28.57
halwa,veg,sweet,medium,high,room,36.6,closed,18.9,0.0
roti,veg,bread,low,low,fridge,3.7,open,6.2,32.51
halwa,veg,sweet,medium,high,fridge,7.2,closed,8.9,56.68
idli,veg,breakfast,medium,low,fridge,2.9,closed,21.2,15.46
veg_pulao,veg,rice,medium,medium,fridge,3.4,closed,25.7,0.0
curd,dairy,liquid,high,low,fridge,6.2,open,32.0,18.93
jeera_rice,veg,rice,medium,low,room,36.5,open,15.8,0.0
chicken_curry,nonveg,curry,high,medium,fridge,4.2,open,7.7,17.16
plain_rice,veg,rice,medium,low,fridge,2.1,closed,34.9,10.37
samosa,veg,fried,low,high,room,32.8,open,7.2,4.37
pakora,veg,fried,low,high,room,24.8,closed,24.4,0.0
curd,dairy,liquid,high,low,fridge,2.7,open,46.3,10.44
paratha,veg,bread,low,high,room,33.7,closed,42.4,0.0
milk,dairy,liquid,high,low,room,29.6,closed,6.1,0.14
paneer_butter_masala,dairy,curry,high,medium,fridge,2.0,open,26.0,0.0
plain_rice,veg,rice,medium,low,room,30.6,open,30.5,0.0
chicken_curry,nonveg,curry,high,medium,fridge,7.3,closed,34.0,0.0
plain_rice,veg,rice,medium,low,room,27.5,closed,18.0,0.0
samosa,veg,fried,low,high,fridge,3.4,open,38.3,0.31
fish_curry,nonveg,curry,high,low,room,26.3,open,4.4,1.13
chicken_biryani,nonveg,rice,medium,medium,fridge,4.7,closed,9.8,18.14
jeera_rice,veg,rice,medium,low,fridge,2.7,closed,15.8,30.5
dosa,veg,breakfast,medium,low,room,33.2,closed,28.5,0.0
chicken_biryani,nonveg,rice,medium,medium,room,31.2,closed,4.9,4.83
halwa,veg,sweet,medium,high,fridge,6.0,open,24.1,31.53
jeera_rice,veg,rice,medium,low,room,34.3,open,47.1,0.0
chicken_curry,nonveg,curry,high,medium,room,35.2,open,25.1,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,5.3,closed,42.3,0.0
paratha,veg,bread,low,high,fridge,5.2,closed,13.4,34.46
samosa,veg,fried,low,high,room,24.5,open,11.2,9.07
jeera_rice,veg,rice,medium,low,room,26.0,closed,29.0,0.0
veg_pulao,veg,rice,medium,medium,room,33.8,closed,6.2,1.76
pakora,veg,fried,low,high,fridge,5.4,closed,4.1,25.91
naan,veg,bread,low,medium,fridge,4.6,open,25.3,29.33
samosa,veg,fried,low,high,fridge,3.6,closed,44.8,1.6
chicken_curry,nonveg,curry,high,medium,fridge,6.7,closed,15.4,15.07
jeera_rice,veg,rice,medium,low,room,25.2,open,30.6,0.0
paratha,veg,bread,low,high,room,28.3,open,36.4,0.0
veg_pulao,veg,rice,medium,medium,fridge,6.1,closed,5.6,26.89
gulab_jamun,dairy,sweet,high,medium,fridge,7.4,closed,34.5,38.24
halwa,veg,sweet,medium,high,fridge,5.1,closed,9.0,44.53
samosa,veg,fried,low,high,room,34.3,closed,43.1,0.0
roti,veg,bread,low,low,fridge,7.3,closed,21.2,35.6
curd,dairy,liquid,high,low,room,30.9,open,38.9,0.0
jeera_rice,veg,rice,medium,low,room,37.3,open,32.6,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,5.6,open,0.0,61.2
milk,dairy,liquid,high,low,room,29.8,closed,41.1,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,7.3,open,6.9,27.59
chicken_biryani,nonveg,rice,medium,medium,fridge,7.0,open,4.5,27.36
gulab_jamun,dairy,sweet,high,medium,fridge,4.8,closed,2.2,61.09
chicken_curry,nonveg,curry,high,medium,room,27.0,open,38.0,0.0
roti,veg,bread,low,low,fridge,3.3,closed,25.2,33.99
samosa,veg,fried,low,high,fridge,6.4,closed,5.8,48.78
idli,veg,breakfast,medium,low,fridge,6.4,open,47.0,0.0
dosa,veg,breakfast,medium,low,fridge,7.9,closed,45.9,0.0
pakora,veg,fried,low,high,room,34.5,closed,38.4,0.0
curd,dairy,liquid,high,low,room,31.1,open,28.6,0.0
roti,veg,bread,low,low,fridge,5.7,open,10.4,37.34
paratha,veg,bread,low,high,room,29.5,open,47.3,0.0
roti,veg,bread,low,low,room,28.2,closed,38.6,0.0
dal_tadka,veg,curry,high,low,fridge,2.1,open,8.2,25.55
dosa,veg,breakfast,medium,low,fridge,4.3,open,42.2,0.0
pakora,veg,fried,low,high,room,36.4,open,45.7,0.0
paratha,veg,bread,low,high,room,26.0,closed,22.6,7.43
chicken_biryani,nonveg,rice,medium,medium,fridge,2.9,open,24.1,11.43
veg_pulao,veg,rice,medium,medium,room,30.5,open,14.2,0.0
samosa,veg,fried,low,high,fridge,5.0,closed,28.6,12.05
samosa,veg,fried,low,high,fridge,7.6,closed,38.5,9.34
dal_tadka,veg,curry,high,low,room,32.0,open,11.2,0.0
fish_curry,nonveg,curry,high,low,room,26.8,closed,2.0,7.11
paneer_butter_masala,dairy,curry,high,medium,room,25.7,closed,47.0,0.0
chicken_biryani,nonveg,rice,medium,medium,room,34.7,closed,37.3,0.0
dosa,veg,breakfast,medium,low,room,27.2,open,29.8,0.0
halwa,veg,sweet,medium,high,fridge,2.1,closed,6.6,76.06
gulab_jamun,dairy,sweet,high,medium,room,36.3,open,8.9,7.22
dal_tadka,veg,curry,high,low,fridge,6.1,open,2.7,30.09
pakora,veg,fried,low,high,fridge,6.4,open,10.5,17.09
paratha,veg,bread,low,high,room,36.3,closed,45.8,0.0
fish_curry,nonveg,curry,high,low,fridge,3.0,open,20.0,2.32
plain_rice,veg,rice,medium,low,fridge,5.3,closed,30.9,9.32
milk,dairy,liquid,high,low,fridge,7.5,open,11.8,33.73
pakora,veg,fried,low,high,room,28.9,closed,47.7,0.0
dal_tadka,veg,curry,high,low,fridge,7.8,open,5.8,30.95
veg_pulao,veg,rice,medium,medium,room,28.7,closed,44.9,0.0
paratha,veg,bread,low,high,room,36.1,open,35.3,0.0
paratha,veg,bread,low,high,fridge,2.8,closed,39.8,24.59
halwa,veg,sweet,medium,high,room,27.6,closed,26.2,0.0
milk,dairy,liquid,high,low,fridge,3.6,closed,23.1,20.24
dal_tadka,veg,curry,high,low,fridge,6.3,closed,41.2,0.0
veg_pulao,veg,rice,medium,medium,fridge,4.8,open,26.4,6.44
chicken_biryani,nonveg,rice,medium,medium,room,37.3,open,33.2,0.0
pakora,veg,fried,low,high,fridge,3.4,closed,22.5,25.82
dal_tadka,veg,curry,high,low,fridge,2.5,closed,40.6,0.0
samosa,veg,fried,low,high,fridge,3.1,closed,35.9,22.49
gulab_jamun,dairy,sweet,high,medium,room,29.6,open,35.5,0.0
chicken_biryani,nonveg,rice,medium,medium,room,37.5,closed,5.4,2.3
samosa,veg,fried,low,high,room,26.9,open,28.6,0.0
fish_curry,nonveg,curry,high,low,fridge,7.7,closed,18.0,10.66
dosa,veg,breakfast,medium,low,fridge,4.0,closed,14.4,23.64
dosa,veg,breakfast,medium,low,room,24.4,open,29.5,0.0
halwa,veg,sweet,medium,high,fridge,4.7,closed,20.8,42.06
dal_tadka,veg,curry,high,low,room,36.6,open,44.5,0.0
samosa,veg,fried,low,high,room,26.8,closed,25.6,0.39
halwa,veg,sweet,medium,high,fridge,6.2,open,22.7,36.64
pakora,veg,fried,low,high,room,25.8,open,7.3,3.25
halwa,veg,sweet,medium,high,room,24.7,open,1.1,20.6
idli,veg,breakfast,medium,low,room,36.2,open,28.2,0.0
milk,dairy,liquid,high,low,fridge,4.4,closed,32.2,26.45
pakora,veg,fried,low,high,room,35.5,closed,34.2,0.0
dosa,veg,breakfast,medium,low,fridge,2.5,closed,8.9,27.97
gulab_jamun,dairy,sweet,high,medium,room,33.0,closed,32.3,0.0
plain_rice,veg,rice,medium,low,room,36.3,open,42.5,0.0
fish_curry,nonveg,curry,high,low,room,27.8,closed,1.1,5.04
fish_curry,nonveg,curry,high,low,fridge,3.3,open,23.7,0.0
curd,dairy,liquid,high,low,room,37.6,closed,0.4,8.77
dal_tadka,veg,curry,high,low,fridge,2.6,closed,9.8,38.35
fish_curry,nonveg,curry,high,low,fridge,5.9,closed,2.1,19.2
gulab_jamun,dairy,sweet,high,medium,fridge,6.9,closed,5.4,83.64
pakora,veg,fried,low,high,fridge,7.7,open,9.4,26.42
samosa,veg,fried,low,high,fridge,4.7,closed,32.4,9.8
pakora,veg,fried,low,high,room,26.3,open,47.4,0.0
paneer_butter_masala,dairy,curry,high,medium,room,34.1,open,6.8,1.87
curd,dairy,liquid,high,low,room,35.4,closed,46.1,0.0
pakora,veg,fried,low,high,fridge,6.7,closed,40.9,0.55
plain_rice,veg,rice,medium,low,room,25.6,open,32.7,0.0
dal_tadka,veg,curry,high,low,fridge,5.5,open,20.3,10.22
chicken_biryani,nonveg,rice,medium,medium,room,37.6,closed,24.8,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,6.1,closed,13.8,19.57
pakora,veg,fried,low,high,fridge,4.6,closed,35.2,0.0
veg_pulao,veg,rice,medium,medium,room,26.7,open,30.8,0.0
naan,veg,bread,low,medium,fridge,3.0,closed,28.3,20.85
pakora,veg,fried,low,high,fridge,2.4,closed,17.5,30.8
roti,veg,bread,low,low,fridge,3.3,closed,6.3,62.39
dosa,veg,breakfast,medium,low,room,34.1,closed,19.5,0.0
curd,dairy,liquid,high,low,room,25.9,closed,30.7,0.0
paneer_butter_masala,dairy,curry,high,medium,room,29.2,closed,36.6,0.0
dosa,veg,breakfast,medium,low,room,35.4,open,20.0,0.0
samosa,veg,fried,low,high,fridge,3.9,open,25.4,11.98
halwa,veg,sweet,medium,high,room,24.6,open,3.8,23.43
fish_curry,nonveg,curry,high,low,room,31.7,closed,18.5,0.0
paratha,veg,bread,low,high,fridge,3.2,closed,6.4,57.19
idli,veg,breakfast,medium,low,fridge,6.4,closed,42.2,2.2
halwa,veg,sweet,medium,high,fridge,6.6,open,43.7,6.03
veg_pulao,veg,rice,medium,medium,fridge,4.3,open,30.8,3.84
plain_rice,veg,rice,medium,low,room,32.1,open,25.0,0.0
chicken_curry,nonveg,curry,high,medium,room,35.0,closed,24.6,0.0
pakora,veg,fried,low,high,room,32.8,open,33.5,0.0
veg_pulao,veg,rice,medium,medium,room,31.7,open,37.3,0.0
pakora,veg,fried,low,high,fridge,5.6,open,19.1,15.62
idli,veg,breakfast,medium,low,room,33.9,open,39.8,0.0
naan,veg,bread,low,medium,room,36.8,open,2.8,7.61
milk,dairy,liquid,high,low,fridge,4.1,open,38.2,3.61
milk,dairy,liquid,high,low,room,36.4,closed,16.8,0.0
gulab_jamun,dairy,sweet,high,medium,room,36.8,closed,0.1,16.13
samosa,veg,fried,low,high,room,33.5,open,15.6,3.38
pakora,veg,fried,low,high,fridge,3.5,open,27.5,6.98
chicken_biryani,nonveg,rice,medium,medium,room,32.9,closed,32.8,0.0
samosa,veg,fried,low,high,room,31.6,open,18.3,0.0
dosa,veg,breakfast,medium,low,room,25.8,open,14.0,0.0
pakora,veg,fried,low,high,fridge,4.3,closed,5.5,41.08
idli,veg,breakfast,medium,low,room,25.9,closed,27.3,0.0
chicken_curry,nonveg,curry,high,medium,room,36.2,open,0.8,5.94
fish_curry,nonveg,curry,high,low,fridge,6.6,open,31.3,0.0
idli,veg,breakfast,medium,low,room,30.6,closed,37.4,0.0
fish_curry,nonveg,curry,high,low,room,27.2,open,1.5,4.4
jeera_rice,veg,rice,medium,low,fridge,7.4,open,12.7,24.77
chicken_biryani,nonveg,rice,medium,medium,fridge,4.4,closed,5.1,25.24
roti,veg,bread,low,low,room,37.6,closed,11.7,1.96
chicken_curry,nonveg,curry,high,medium,room,35.4,closed,41.2,0.0
naan,veg,bread,low,medium,fridge,6.0,open,32.1,13.89
jeera_rice,veg,rice,medium,low,room,35.5,open,35.6,0.0
curd,dairy,liquid,high,low,room,24.5,closed,22.9,0.0
chicken_curry,nonveg,curry,high,medium,fridge,7.4,closed,26.3,1.21
chicken_biryani,nonveg,rice,medium,medium,room,24.7,open,24.3,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,2.0,open,35.4,31.47
gulab_jamun,dairy,sweet,high,medium,fridge,7.4,closed,41.5,18.89
jeera_rice,veg,rice,medium,low,fridge,6.3,open,13.7,28.42
samosa,veg,fried,low,high,room,32.6,closed,46.3,0.0
dosa,veg,breakfast,medium,low,fridge,6.5,closed,37.4,3.1
halwa,veg,sweet,medium,high,fridge,5.5,closed,1.6,81.69
paneer_butter_masala,dairy,curry,high,medium,fridge,2.6,open,6.6,12.91
gulab_jamun,dairy,sweet,high,medium,room,29.3,closed,36.0,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,7.6,open,46.5,0.0
paneer_butter_masala,dairy,curry,high,medium,room,24.6,closed,1.4,10.34
pakora,veg,fried,low,high,fridge,7.8,closed,44.6,0.0
paratha,veg,bread,low,high,room,36.9,open,15.0,4.02
chicken_biryani,nonveg,rice,medium,medium,fridge,4.1,open,32.0,0.0
dal_tadka,veg,curry,high,low,room,27.1,open,6.7,2.7
idli,veg,breakfast,medium,low,room,26.8,open,38.3,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,4.4,open,40.5,0.0
paratha,veg,bread,low,high,fridge,7.5,closed,6.6,57.85
dosa,veg,breakfast,medium,low,room,28.2,open,35.9,0.0
pakora,veg,fried,low,high,room,31.1,open,30.1,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,7.4,closed,37.4,19.06
gulab_jamun,dairy,sweet,high,medium,room,33.2,open,4.5,10.26
naan,veg,bread,low,medium,fridge,3.3,closed,13.2,50.01
chicken_curry,nonveg,curry,high,medium,fridge,3.9,closed,16.6,12.75
chicken_curry,nonveg,curry,high,medium,room,32.1,open,40.6,0.0
roti,veg,bread,low,low,fridge,6.0,closed,22.5,42.58
dosa,veg,breakfast,medium,low,room,26.4,closed,7.2,1.55
samosa,veg,fried,low,high,fridge,7.9,closed,20.0,16.31
gulab_jamun,dairy,sweet,high,medium,room,33.1,closed,2.5,17.15
halwa,veg,sweet,medium,high,room,30.1,closed,6.4,19.94
idli,veg,breakfast,medium,low,room,34.9,open,9.7,0.0
dosa,veg,breakfast,medium,low,room,33.6,closed,44.7,0.0
pakora,veg,fried,low,high,room,31.1,closed,9.0,1.12
pakora,veg,fried,low,high,room,28.8,closed,25.2,0.0
chicken_curry,nonveg,curry,high,medium,room,34.2,open,37.5,0.0
jeera_rice,veg,rice,medium,low,fridge,7.9,closed,1.2,47.82
jeera_rice,veg,rice,medium,low,room,26.3,open,39.5,0.0
jeera_rice,veg,rice,medium,low,room,24.5,closed,6.5,6.98
paratha,veg,bread,low,high,room,34.0,open,8.9,5.96
samosa,veg,fried,low,high,fridge,3.2,open,15.3,16.63
fish_curry,nonveg,curry,high,low,fridge,2.4,closed,27.8,0.46
fish_curry,nonveg,curry,high,low,fridge,3.7,open,47.7,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,5.0,open,1.8,23.18
paneer_butter_masala,dairy,curry,high,medium,room,33.5,closed,6.7,2.44
halwa,veg,sweet,medium,high,fridge,5.4,closed,27.8,32.72
samosa,veg,fried,low,high,fridge,5.2,closed,47.4,0.0
dosa,veg,breakfast,medium,low,fridge,3.4,open,27.4,1.24
idli,veg,breakfast,medium,low,fridge,6.5,open,15.9,22.61
pakora,veg,fried,low,high,fridge,7.4,closed,4.0,31.87
chicken_curry,nonveg,curry,high,medium,room,26.8,closed,1.3,8.12
idli,veg,breakfast,medium,low,fridge,3.0,open,46.0,0.0
samosa,veg,fried,low,high,room,28.1,closed,36.4,0.0
gulab_jamun,dairy,sweet,high,medium,room,34.3,closed,41.3,0.0
curd,dairy,liquid,high,low,room,24.2,open,2.4,6.93
dal_tadka,veg,curry,high,low,room,24.8,closed,36.7,0.0
veg_pulao,veg,rice,medium,medium,fridge,7.6,closed,10.7,22.38
chicken_biryani,nonveg,rice,medium,medium,fridge,6.8,open,31.8,0.0
chicken_curry,nonveg,curry,high,medium,room,36.6,open,19.8,0.0
gulab_jamun,dairy,sweet,high,medium,room,34.1,open,39.9,0.0
milk,dairy,liquid,high,low,fridge,4.9,closed,6.9,36.57
milk,dairy,liquid,high,low,room,25.0,open,7.5,0.0
roti,veg,bread,low,low,fridge,3.7,closed,45.4,23.48
halwa,veg,sweet,medium,high,fridge,6.3,closed,25.3,51.57
dosa,veg,breakfast,medium,low,room,30.8,closed,34.6,0.0
chicken_curry,nonveg,curry,high,medium,room,27.7,open,42.8,0.0
naan,veg,bread,low,medium,fridge,2.0,open,6.4,35.54
pakora,veg,fried,low,high,fridge,3.5,closed,26.8,6.15
milk,dairy,liquid,high,low,fridge,7.1,closed,23.6,25.4
fish_curry,nonveg,curry,high,low,room,24.9,open,29.6,0.0
curd,dairy,liquid,high,low,room,34.2,closed,27.2,0.0
halwa,veg,sweet,medium,high,room,32.4,closed,29.3,0.0
milk,dairy,liquid,high,low,fridge,6.7,open,33.1,9.45
naan,veg,bread,low,medium,room,31.8,closed,35.3,0.0
paneer_butter_masala,dairy,curry,high,medium,room,26.2,closed,19.9,0.0
dosa,veg,breakfast,medium,low,fridge,6.1,open,3.3,30.69
chicken_curry,nonveg,curry,high,medium,room,29.8,open,40.3,0.0
chicken_curry,nonveg,curry,high,medium,fridge,3.5,open,42.9,0.0
chicken_biryani,nonveg,rice,medium,medium,room,36.5,open,8.2,0.0
fish_curry,nonveg,curry,high,low,fridge,5.1,open,13.3,2.82
paratha,veg,bread,low,high,fridge,6.5,open,31.5,22.07
chicken_biryani,nonveg,rice,medium,medium,fridge,7.6,open,43.8,0.0
chicken_curry,nonveg,curry,high,medium,room,35.4,open,3.7,1.62
chicken_curry,nonveg,curry,high,medium,fridge,5.7,closed,31.1,0.0
fish_curry,nonveg,curry,high,low,room,35.9,open,7.0,0.0
gulab_jamun,dairy,sweet,high,medium,room,32.5,open,5.5,16.01
chicken_biryani,nonveg,rice,medium,medium,room,26.9,closed,1.2,8.95
curd,dairy,liquid,high,low,fridge,3.8,open,9.3,38.91
naan,veg,bread,low,medium,fridge,3.6,open,13.6,32.69
naan,veg,bread,low,medium,fridge,5.4,closed,39.9,10.75
paneer_butter_masala,dairy,curry,high,medium,fridge,3.3,open,46.3,0.0
chicken_biryani,nonveg,rice,medium,medium,room,25.8,closed,14.8,0.0
idli,veg,breakfast,medium,low,room,29.3,closed,23.1,0.0
roti,veg,bread,low,low,fridge,5.1,closed,9.8,56.45
chicken_curry,nonveg,curry,high,medium,fridge,5.6,closed,19.5,15.84
fish_curry,nonveg,curry,high,low,room,29.7,open,42.1,0.0
dal_tadka,veg,curry,high,low,fridge,4.8,open,33.1,1.31
paratha,veg,bread,low,high,room,31.8,open,42.0,0.0
jeera_rice,veg,rice,medium,low,fridge,2.6,open,30.4,3.74
chicken_biryani,nonveg,rice,medium,medium,room,34.7,open,2.6,5.8
chicken_curry,nonveg,curry,high,medium,fridge,7.9,closed,37.0,0.0
jeera_rice,veg,rice,medium,low,room,32.0,closed,41.4,0.0
idli,veg,breakfast,medium,low,fridge,2.8,closed,42.1,4.42
chicken_curry,nonveg,curry,high,medium,room,33.0,closed,13.3,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,5.0,open,16.2,9.43
dosa,veg,breakfast,medium,low,room,37.8,closed,2.4,5.89
curd,dairy,liquid,high,low,fridge,4.4,closed,17.6,49.74
chicken_curry,nonveg,curry,high,medium,room,30.3,open,6.7,0.35
roti,veg,bread,low,low,fridge,7.1,closed,17.5,37.58
curd,dairy,liquid,high,low,room,27.3,open,21.0,0.0
naan,veg,bread,low,medium,room,35.0,open,14.4,3.1
paneer_butter_masala,dairy,curry,high,medium,room,32.7,closed,21.6,0.0
